English,French,Fulfulde
..you said you were a preacher.,... vous me disiez être prédicateur.,
Uzbekistan: Enforced disappearance of independent journalist and human rights defender Mr Sergey Naumov,Ouzbékistan: Disparition forcée du journaliste indépendant et défenseur des droits humains M. Sergey Naumov,
Thread: ??? ??? ???????????????????????????,Thread: UGG ??? ?VoIP??????VoIP? ????,
"No, it's OK. I mean, yeah, not how I pictured seeing you again, but I'll take what I can get.","C'est bon. J'aurais voulu te revoir dans d'autres circonstances, mais je vais pas faire le difficile.",
You’ll have the chance to visit parts of the ground that you can’t see by going to a match.,Vous aurez la chance de visiter des parties du terrain qui ne sont pas visibles lorsque l’on assiste à un match.,
Article 35 - The lawyer is obliged to follow the case of which he is in charge until final judgment is given. He or she has the right to hand over the case if he or she thinks fit provided the client has been informed sufficiently in advance in order to choose another lawyer.,"Art.35. - L'avocat est tenu de suivre jusqu'au jugement définitif la cause dont il est chargé. Il a le droit de s'en décharger, s'il l'estime nécessaire, à condition d'en avertir le client suffisamment à l'avance pour lui permettre de choisir un autre avocat.",
What happened?,Qu'est-ce qui s'est passé ?,
- I got him!,- Je l'ai!,
"The Convention entered into force for Romania on 30 October 2001, i.e. the collective date of entry into force.","La Convention est entrée en vigueur à l'égard de ce pays le 30 octobre 2001, c'est-à-dire à la date d'entrée en vigueur collective.",
"You know, she wasn't half bad, poor Margaret.","Elle n'était pas si mal, Margaret...",
"Among other things, D&P wonders openly about the nature, democratic scope and participatory value of the initiatives and consultative processes that have led, in particular, to the establishment of poverty reduction strategies.","En outre, D&P s'interroge ouvertement sur la nature, la portée démocratique et la valeur participative des démarches et processus consultatifs qui ont mené notamment à l'établissement des stratégies de réduction de la pauvreté.",
We need to continue to work closely with him as we take our own business forward on this important country.,Nous devons continuer de travailler en étroite collaboration avec lui pour mener à bien nos travaux dans cet important pays.,
Maybe she got off before you?,Peut-être qu'elle est descendue avant vous ?,
It is very possible that none of you have been infected.,C'est très possible qu'aucun de vous ne soit infecté.,
Just me reporting to me.,Je serai sous mes ordres.,
o Fossil Fuels,o Lexique pour le secteur de l'énergie électrique,
She has the right to be here.,Elle a le droit d'être là.,
"However, broad support was expressed to retain paragraph 2, as it was desirable for the carrier to ascertain if the holder had assumed any liabilities under the contract of carriage and to which extent it had done so.","Le maintien du paragraphe 2 a toutefois recueilli un large soutien, car il était souhaitable que le transporteur soit en mesure de déterminer si le porteur pouvait voir sa responsabilité engagée au titre du contrat de transport et dans quelle mesure.",
"Number (proportion if available) of Aboriginal groups engaged in a formal relationship involving governance, management structures, and processes with set parameters for the period of the agreement or in the treaty","Dans quelle mesure les groupes autochtones sont-ils engagés dans une relation formelle incluant une gouvernance, des structures de gestion et des processus avec des paramètres définis pour la durée de l'entente ou indiquée dans le traité?",
She's waiting for you to get in touch with her.,Elle attend de vos nouvelles.,
...luxury lovers(8) ...families(28) ...those on a budget(50) ...pet owners(10),...les amoureux du luxe(8) ...les familles(28) ...ceux qui ont un budget serré(50) ...propriétaires d'animaux(10),
"A further 16% chose ""in all cases"".","Cependant, 16 p. 100 des juges ont choisi la réponse «dans tous les cas».",
2.39 Other countries have maintained government-wide leadership on survey quality.,2.39 D'autres pays ont maintenu la fonction de leadership à l'échelle gouvernementale en ce qui concerne la qualité des sondages.,
I don't think I'm ready to let go of anything quite yet.,Je ne pense pas que je suis prête à laisser tomber quoi que ce soit pour le moment.,
"The United Nations Association of Sri Lanka has published Sinhala and Tamil versions of the Charter of the United Nations which is now being circulated to all public libraries and high school libraries, universities and libraries of institutions.","L'Association de Sri Lanka pour les Nations Unies a publié des versions tamoule et cinghalaise de la Charte des Nations Unies, qui sont actuellement distribuées à toutes les bibliothèques publiques et scolaires ainsi qu'aux universités et bibliothèques d'institutions.",
Are you alright?,Tout va bien ?,
We should all try and find solutions to this problem.,Nous devrions tous essayer de trouver des solutions à ce problème.,
His most important treatise was Essay on the Application of Analysis to the Probability of Majority Decisions (1785).,Son plus important traité a été Essai sur l'application de l'analyse à la probabilité de décisions à la majorité (1785).,
"Calls himself Rome now, does he?",Il s'appelle lui-même Rome maintenant ?,
"That discretion should, however, be more strictly limited, because the draft as a whole was intended to support the stability of treaty relations even in situations of armed conflict.","Ce pouvoir devrait toutefois être strictement limité, car le projet dans son ensemble vise à préserver la stabilité des relations conventionnelles même dans les situations de conflit armé.",
Photo from the Facebook page of Loa,Photo de la page Facebook de Loa.,
"Moreover, the Committee is concerned about the insufficient cooperation of the State party in relation to demining efforts in southern Lebanon and the lack of redress available to the child victims of Israeli Defence Forces operations there.","En outre, il est préoccupé par l'insuffisante coopération manifestée par l'État partie en ce qui concerne les efforts de déminage dans le sud du Liban et le fait que les victimes enfantines des opérations que mènent les Forces de défense israéliennes ne disposent d'aucun moyen de réparation.",
"(6) Our presentation is based on material gathered within the framework of Cedefop's project on 'Identification, assessment and recognition of nonformal learning', Initiated In 1997.","Dans un contexte où les méthodologies et les systèmes d'identification, d'évaluation et de reconnaissance des acquis non formels atteignent un stade de développement avancé et concernent des groupes de population de plus en plus larges, cette situation pourrait changer.",
They aren't Blacks.,C'est pas des Noirs.,
"With regard to the problem of the opting out by Ireland and the United Kingdom, as the honourable Member knows, it is true that the intention is to use the new legal basis.","En ce qui concerne le problème de l'opting out de l'Irlande et du Royaume-Uni, que vous connaissez bien, il est certain que l'on a l'intention d'utiliser la nouvelle base juridique.",
I think one is well served by understanding concepts like the,comprend des concepts comme les liens entre les courbes des,
Q: There is a huge tree at the back of the Greenhouse that almost touches the roof.,"Q: Il y a un arbre gigantesque au fond de la serre, qui touche presque au plafond.",
"A decade later, they sailed for California during the California Gold Rush but his prospecting in California was not successful.","Dix ans plus tard, le couple s’est installé en Californie. C’était en plein cœur de la période de la ruée vers l’or. Toutefois, les activités de prospection d’Hargraves n’y ont pas connu un grand succès.",
Now... I... love.,Maintenant... j'aime.,
I just can't find your old sneakers.,Il ne manque plus... que tes vieilles tennis.,
These information (wave height and period up crossing) are transmitted to the receiver in the control room of the tanker by a radio link.,Cette information (hauteur des vagues et période correspon­dante) sont transmises au récepteur de la salle de contrôle du navire par une liaison radio.,
This criterion applies unless there exists additional scientific evidence concerning degradation and/or toxicity sufficient to provide an adequate assurance that neither the subsunce nor its degradation products will constitute a potential longterm and/or delayed danger to the aquatic environment.,"Ce critère s'applique sauf s'il existe des preuves scientifiques supplémenuires concernant la dégradation et/ou la toxicité, suffisantes pour fournir une garantie adéquate que ni la subsunce ni les produits de sa dégradation ne constitueront un danger potentiel à long terme et/ou différé pour l'environnement aquatique.",
"To return the MP4 renditions, you need to include renditions in the video_fields argument, and iosrenditions to return the M2TS renditions.","Pour retourner les rendus MP4, vous devez inclure renditions dans l'argument video_fields et iosrenditions pour retourner les rendus M2TS.",
"Hey, that's the spirit!","Hé, c'est le bon esprit !",
Kaplan-Meier survival analysis or other appropriate statistical methods for stent-related adverse events should be provided.,La méthode d'estimation de Kaplan-Meyer et toute autre méthode statistique appropriée portant sur les effets indésirables reliés à l'endoprothèse doivent être décrites.,
"Between Lennon and I, we got ya covered.","Lennon et moi, on s'en occupe.",
"- Stan, quit spying on the neighbours.","Stan, cesse d'espionner les voisins.",
E. Contingent-owned equipment: major equipment and self-sustainment,Matériel appartenant aux contingents : matériel majeur et soutien logistique autonome,
"o See ""List of electors"" New Brunswick Establishment/Maintenance [E.A., s.","o Voir « Liste électorale » Création/tenue à jour [L.E., art.",
"They all want me to die, they think of nothing but my death.","Ils souhaitent tous que je crève, ils ne pensent qu'à ma mort.",
"In the summer of 2012, he journeyed to the Top of the World with the Canadian Wildlife Federation to film Canada’s most northerly national park, Quttinirpaaq, Nunavut.","Au cours de l’été2012, il a participé au voyage au sommet du monde de la Fédération canadienne de la faune pour filmer le parc national le plus septentrional du Canada, Quttinirpaaq, au Nunavut.",
For this purpose the second and third subparagraphs of Article III-197(4) of the Constitution shall apply.,"À cet effet, l'article III-197, paragraphe 4, deuxième et troisième alinéas, de la Constitution s'applique.",
Total: 1,1,
"After many attempts to correct and compensate, the child will show fatigue, frustration and develop a feeling of failure together with a lack of motivation.","Au fur et à mesure que se multiplient ces tentatives de correction et de compensation, la fatigue, la frustration et un sentiment d'échec vont se développer et se doubler d'une perte de motivation.",
Ms. Girvan was surprised to learn during her testimony that the RCMP,"[P] Témoignage Girvan (16 mai 2005), p.",
"Whatever happened to ""simple""?","Qu'est-il arrivé au ""simple"" ?",
40 12/19/2009 Saturday 1,40 10/26/2009 Monday 1,
Answer,Réponse commune,
"Such high-level statements can create political impetus towards reinvigorating the Conference, and I urge you to continue this practice.","De telles déclarations de haut niveau peuvent donner à la Conférence l'impulsion politique dont elle a besoin pour relancer ses travaux, aussi vous invité-je instamment à continuer de suivre cette pratique.",
You're supposed to blend.,Vous devez vous effacer.,
"He therefore recalled that this decoration must only be a simple silver fleur de lys hung from a white ribbon or of the colours set out for each of the departments of the kingdom (...) The mania for ribbons and decorations, the cupidity of some jewellers, fantasies and whims, made some imagine and make several forms, imitating royal or foreign orders.",Il rappelle donc ici que cette décoration ne doit être qu’une simple fleur de lys en argent suspendue à un ruban blanc ou de couleurs diversement réglées pour chacun des départements du royaume.,
Wilkins weathered these attacks and continued as a judge until lie retired in 1876.,Wilkins résista à ces attaques et demeura juge jusqu’à sa retraite en 1876.,
But then you made me go to the bus stop and then followed me to school.,"- Tu l'as laissée ? J'allais revenir, mais vous m'avez emmenée à l'école.",
"No, I'm kidding, but you-you have killed someone.","Non, je rigole, mais tu as tué quelqu'un.",
There's a potential of a problem area with the...,On a un problème potentiel :,
Either of you guys want an espresso maker?,- Vous voulez une machine à café ?,
I'm sorry I don't have an adequate explanation.,Je m'excuse si je n'ai pas d'explication.,
Icebreaking operations will be carried out in the following areas of the Great Lakes.,Des opérations de déglaçage sont actuellement en cours dans différentes régions des Grands Lacs:,
The capability of tailoring service accessibility based on network security zone provides for great flexibility and mobility for clients of the shared services.,La capacité de personnaliser l'accessibilité au service en fonction des zones de sécurité du réseau procure davantage de souplesse et de mobilité aux clients des services partagés.,
- Line crossed.,- Basta. On y va.,
"Excuse me, you can't smoke that in here.","Excusez-moi, vous ne pouvez pas fumer ça ici.",
I see it as just a misogynistic attempt to pathologize women... who refuse to toe the patriarchal line.,"Pour moi, c'est une tentative misogyne de faire passer pour folles les femmes qui refusent de suivre le modèle patriarcal.",
Requests the Secretary-General to increase the Mission's utilization of information and communication technology tools wherever it is possible and creates efficiencies and to report back on their utilization at its sixty-second session in the context of its budget submission;,"Prie le Secrétaire général de faire en sorte que la Mission utilise davantage les moyens offerts par les techniques de l'information et des communications chaque fois que c'est possible et que cela permet des gains d'efficacité, et de lui faire rapport à ce sujet à sa soixante-deuxième session, dans le projet de budget;",
"Leishmania spp. are characterized by a flagellated promastigote stage in a sandfly, and a non-motile amastigote stage within macrophages in mammals Footnote 3, Footnote 4.","Ils sont caractérisés par un stade promastigote flagellé dans un phlébotome et par un stade amastigote non mobile dans les macrophages des mammifères Note de bas de page 3, Note de bas de page 4.",
CN has identified four key market-share opportunities in the steel industry: natural resource exploration and major infrastructure development in Western Canada; energyrelated manufacturing growth in the southern U.S.; the diversified auto assembly region in southern Ontario; and the U.S. Midwest - home to the historic Big Three automobile producers and the hub of agricultural equipment production.,"Le CN a repéré quatre occasions clés d'augmenter sa part du marché de l'acier : l'exploration des ressources naturelles et la construction d'infrastructures majeures dans l'ouest du Canada, la croissance de la fabrication liée à l'énergie dans le sud des États-Unis, la région diversifiée de construction de véhicules automobiles dans le sud de l'Ontario, et le Midwest américain, siège des trois grands constructeurs d'automobiles et coeur de la production de matériel agricole.",
Stop it. There's no one there.,"Te moque pas, y a personne.",
"I'm telling you, man.",Je vous le dis.,
We think the three types should be distinguished when one speaks of attitudes: rather in the way that someone racist might criticise certain races ... while having a friend belonging to one of them.,"Autrement dit, la séparation méthodologique que nous avons d'abord dû instaurer pour des raisons d'organisation pratique du travail s'avère très intéressante en permettant un éclairage mutuel des deux domaines d'objet.",
1.14.2 Explosive Devices The following explosive devices were recovered:,1.14.2 Dispositifs pyrotechniques Les dispositifs pyrotechniques suivants ont été récupérés :,
"While the Board works as a partner within the Portfolio, it is unique in many ways.","Elle travaille en partenariat avec les autres composantes du Portefeuille, mais se distingue de celles-ci à de multiples égards.",
"We get Henrietta live on the news tonight, TV1 or TVA","Henriette devra être interviewée, ce soir, en direct. Soit TV1, soit sur la 2.",
"Education, youth and culture","Éducation, jeunesse et culture",
A mostly English-speaking community: 57% work in unilingual English position (therefore only about 13% of Anglophones are in bilingual positions).,"Collectivité bien instruite: 68 % ont entrepris des études postsecondaires, mais seulement 15 % ont obtenu un titre professionnel, un certificat ou une accréditation externe en AGMBI.",
"Okay. Come back tonight, and you can see Javi then.","Reviens ce soir, et tu pourras voir Javi.",
"Stressing the importance of commitment to sound domestic financial sectors, which make a vital contribution to national development efforts, as an important component of an international financial architecture that is supportive of development,","Soulignant également l'importance de la santé des secteurs financiers nationaux, qui sont déterminants pour le développement des pays et occupent une place importante dans une architecture financière internationale favorable au développement,",
"We're all civilians these days and a little thin on top and thick in the middle, but I guarantee each of those fellows would pull his own weight.","On est tous des civils, maintenant. Calvitie et bedon. Mais je vous assure qu'on ferait le poids...",
"Women and Men in CARICOM Member States: Power and Decision Making, 1980-2002.","Women and Men in CARCOM Member States: Power and Decision Making, 1980-2002.",
"It is desirable to have a plant protection product without contaminants, if possible.","Dans toute la mesure du possible, il est souhaitable que les produits phytopharmaceutiques soient exempts de contaminants.",
"""Sea"" or ""Water"" represents ""peoples and multitudes and nations and tongues.""","La „mer"" ou „l’eau"" représente „des peuples, des foules, des nations et des langues.""",
"Obligation on contracting authorities to draw up a written report with specifically detailed contents on every contract awarded on the basis of restricted, negotiated ana single tender procedures. 7.","Obligation est faite aux pouvoirs adjudicateurs de dresser un rapport écrit reprenant le contenu détaillé de chaque marché passé selon la procédure de passation restreinte, négociée ou unique. 7.",
"Without this special feature, this indicator for the Community as a whole would have shown little change on the month before.",Sans ce facteur particulier d'évolution cet indicateur n'aurait guère varié pour l'ensemble de la CE par rapport au mois précédent.,
13.Write a brief description of the programming in this box.,13.Description sommaire de l'objet de la demande.,
method: ? swab immediately placed in special vial provided with kit and transported to laboratory at room temperature ? positive results must be confirmed by the laboratory using a blocking test or DFA,méthode : ? l'écouvillon doit être placé immédiatement dans le flacon spécial fourni dans la trousse et transporté au laboratoire à la température ambiante ? les résultats positifs doivent être confirmés par le laboratoire à l'aide d'un test de blocage ou de l'IFD,
Got it? I'm in charge,Je suis responsable.,
Goal: That there exist business registers of sufficiently good quality to support required statistical activity and that the best use is made of administrative records for statistical purposes.,But: Faire en sorte qu'il existe des registres des activités industrielles et commerciales d'une qualité suffisamment bonne pour étayer l'activité statistique nécessaire et que le meilleur usage soit fait des fichiers administratifs à des fins statistiques.,
"For males, it improved from 80.1 per cent in 1980 to 90 per cent in 1991.","Pour les hommes, le pourcentage était passé de 80,1 % en 1980 à 90 % en 1991.",
"Not only did we miss the plane, we slept at the airport.","Bref, non seulement on a raté l'avion, mais on a dormi à l'aéroport.",
"- ""When he (Jesus) ascended up on high (to heaven), he...gave (spirit) gifts unto men...for the perfecting of the saints, for the work of the (preaching) ministry, for the edifying of the body of Christ"", i.e. the believers (Eph. 4:8,12).","- ""Lorsqu’il (Jésus) montait (au ciel), il...donnait des dons (de l’esprit) aux hommes...pour le perfectionnement des saints, pour le travail du ministère (de la prédication), pour l’édification du corps de Jésus-Christ"", par exemple les croyants (Éphésiens 4:8,12).",
Mary Hart!,Mary Hart? Ça alors.,
9) - Financial responsibility of the Member States for own resources - Failure to make available to the Commission an amount of DKK 18 687 475 that the customs authorities wrongly omitted to recover as customs duties from an undertaking,9) - Responsabilité financière des États membres pour les ressources propres - Défaut d'avoir mis à la disposition de la Commission un montant de 18.687.475 DKK que les autorités douanières ont par erreur omis de recouvrir en droit de douane auprès d'une entreprise,
The general's extremely anxious to know... if you're in a position to speak for the commanders you mentioned to him.,Qu'en est-il des commandants dont vous avez parlé au général?,
Good.,Parfait.,
The support of IRC Northern Sweden - from patenting advice to assistance with industrial franchising - has enabled Swedish pipe contractor Mittel El Fjärrvärme to enlarge the market for its innovative pipeline joint welding technology.,Le soutien et les conseils du CRI Suède du Nord - de l'obtention d'un brevetjusqu'au franchisage industriel - ont permis à l'entrepreneur en canalisations suédois Mittel El Fjärrvärme d'élargir le marché d'une technologie innovante destinée au soudage de tuyaux bord à bord.,
But the benefits will only be fully realized if prescription drugs are integrated into the system in a way that ensures they are appropriately prescribed and utilized and that the costs can be managed.,Mais ils ne se concrétiseront pleinement que si les médicaments d'ordonnance sont intégrés au système de façon à ce qu'ils puissent être prescrits et consommés adéquatement et à ce que leurs coûts puissent être gérés.,
We done?,On a fini ?,
His death is necessary to guard against...future trouble.,Tue-le de ta main afin d'éviter tout problème à l'avenir.,
"You will blaze a trail for all our brothers, showing us The way to freedom.","Tu porteras la flamme pour tous tes frères, nous montrant la voie vers la liberté.",
♪ A place in this world for me ♪,♪ A place in this world for me ♪,
COMMISSION I OF THE EUROPEAN,COMMISSION DES COMMUNAUTÉS,
That survey and analysis compared the availability of qualified women for faculty and administrative positions in the exterior workforce with the departmental utilization rate at each university.,Les enquêtes et analyses comparaient la disponibilité de femmes qualifiées pour occuper des postes au sein du corps professoral et des services administratifs dans la population active de l'extérieur avec le taux d'utilisation de chaque département ou faculté des universités.,
"The Secretary-General has received the following statement, which is being circulated in accordance with paragraphs 30 and 31 of Economic and Social Council resolution 1996/31.","Le Secrétaire général a reçu la déclaration ci-après, dont le texte est distribué conformément aux paragraphes 30 et 31 de la résolution 1996/31 du Conseil économique et social.",
"Yeah, well, forget about him.","- Oublie, tu veux ?",
You better with people.,Tu es plus doué avec les gens.,
"Notre alimentation, c'est notre culture.","Notre alimentation, c'est notre culture.",
So does Cate stay out late?,Donc est-ce que Cate a l'habitude de rester tard dehors ?,
"Just make it count, Jack.","- Faite en sorte que cela serve, Jack.",
Dowisetrepla?,Dazutradeaus ?,
"Thanks, Renz.","Merci, Renz.",
"All right, let's go.","Ok, allons-y.",
His personal bibliography contains more than 100 articles. He presented scientific papers at more than 20 national and international scientific conferences; and he was the mentor to 13 under graduate and post graduate students.,"Il est l'auteur de plusieurs articles scientifiques originaux, publiés dans des magazines slovènes et étrangers; sa bibliographie personnelle compte plus de 100 ouvrages scientifiques. Il a présenté son travail dans plus de 20 colloques nationaux et internationaux. Il dirige également les thèses de 13 étudiants du premier et du deuxième cycle.",
"Every movie I've ever done, I've always had a stunt driver.",J'ai toujours un chauffeur.,
"Man, I come back, the boy's sleepin' on the floor, man.","Je reviens, il est en train de dormir par terre.",
"In 1949, he began studying issues relating to postwar refugees (Displaced Persons ) and wrote a book about them, entitled ""Du Rhin au Danube avec 60,000 D. P."".","En 1949, il commença à s'intéresser au problème des réfugiés de guerre et écrit ""Du Rhin au Danube avec 60 000 D. P."", un livre à ce propos.",
I knew as soon as I saw her blue eyes.,Je l'ai su dès que j'ai vu ses yeux bleus.,
"28.3 Purpose of Supply Management The Parties remain committed to the supply management system, which is a cornerstone of Canadian agricultural policy and constitutes a vital risk management tool.",28.1.18 Le taux de participation provincial comparativement à l'objectif de 50 p.,
By doing a drug deal.,du trafic de drogue.,
"The January, March, May, September and November sessions were devoted to energy policy and the problem of supply.","La politique énergétique et le problème de l'approvisionnement ont fait l'objet des travaux des sessions de janvier, de mars, de mai, de septembre et de novembre.",
"Because I can't do both of these things at the same time, and you know it.","Car je ne peux pas faire les deux en même temps, et vous le savez.",
Vaureal (95),Vaureal (95),
"Ultimately, though, it is the people of Canada who elect the lawmakers.","En dernière analyse, toutefois, ce sont les citoyens du Canada qui élisent les législateurs.",
What is it?,Qu'y a-t-il ?,
"The Minister is assisted by two Deputy Ministers, two Assistant Ministers, Directors, Coordinators, and Section Heads, Planning and Research Officers and other professional personnel.","La Ministre est assistée de deux vice-ministres, de deux ministres adjoints, de directeurs, de coordonnateurs et de chefs de section, de responsables de la planification et de la recherche et d'autres administrateurs.",
A nurse is up there right now getting some blood from him.,On lui fait une prise de sang.,
Guatemala,Guatemala**,
"Noting that the breach of Article 13§4 was remedied, the Committee considers that the situation in Hungary is in conformity with the Charter on this point.",La loi sur la santé a été modifiée en 2004 et en vertu de l'article 77 de la loi toute personne a droit à l'assistance médicale d'urgence sans considération de son droit d'accès aux services de santé.,
"Through the flowers,","à travers les haies,",
"""The aggressive nature of the enemy and our duties.","""La nature agressive de nos ennemis et nos devoirs...",
Better structures must prevent political leaders from indulging in their unbridled hunger for power and wealth undisturbed.,L'amélioration structurelle doit empêcher les dirigeants politiques de donner libre cours impunément à leur soif insatiable de pouvoir et de richesse.,
"- Don't do that, Fran. - He don't deserve you, girl. - Get on inside.","Il te mérite pas, Fran.",
"The applicant is requesting that it be authorized, as a condition of licence, to allocate the entire 5% of the annual gross revenues generated by its VOD programming undertaking to community channel of its broadcasting distribution undertaking, rather than to an independent Canadian production fund, as stipulated in Introductory statement to Decisions CRTC 2000-733 to 2000-738: Licensing of new video-on-demand and pay-per-view services, Public Notice CRTC 2000-172, 14 December 2000.","La requérante demande au Conseil de l'autoriser, par condition de licence, à verser 5 % de ses recettes annuelles brutes provenant de son entreprise de programmation de VSD au canal communautaire de son entreprise de distribution de radiodiffusion, plutôt qu'à un fonds de production canadien indépendant, tel que prévu dans l'avis Préambule aux décisions CRTC2000-733 à 2000-738 - Attribution de licences à de nouveaux services de vidéo sur demande et de télévision à la carte, Avis public CRTC 2000-172, 14 décembre 2000.",
"Oh, this is just this morning's.",C'est juste pour ce matin.,
"To fulfill their roles, invited participants must actually participate actively.","Pour bien assumer leurs rôles, les participants invités doivent réellement participer activement.",
You had a baby with Josie.,- Vous avez eu un bébé avec Rosie.,
The seventh TraceParts Christmas Tree design contest is now over.,Le septième concours Sapins de Noël TraceParts est maintenant terminé et le gagnant a été choisi.,
need to use...,"du genre permettre l'utilisation d'une ""{...}"" comme pour",
Watch and learn! See and hear how to speak Galician by watching video footage of native speakers.,Regardez et apprenez ! Regardez et écoutez pour mieux parler l’anglais en regardant des vidéo avec des natifs.,
Considering what I've got,D'avoir ce que j'ai,
"The Integrated Building and Construction Solutions (IBACOS) sample “High Performance Scopes of Work” (Yost 2010) offers performance testing checklists that are sequentially linked to ensure that nothing gets missed in the handoffs between trades, and that can be a powerful tool for enhanced coordination.","L’échantillon de construction intégrée dont il est question dans l’article intitulé High Performance Scopes of Work (Yost, 2010) suggère des listes de vérification du rendement qui sont liées de façon séquentielle afin que rien ne manque lorsqu’un corps de métier cède sa place à un autre, et il peut constituer un important moyen d’améliorer la coordination des travaux.",
What the hell is going on?,Mais qu'est-ce que ça veut dire ?,
Take your hammer and strike it against the south wall of the Contreras tomb.,Prends ton marteau et cogne contre le mur du côté sud du caveau Contreras.,
King.,King.,
He's plowing under his corn.,Il arrache son maïs,
4 A grotesque caricature of the idea that the abandoning of the gold standard was a wilful decision can be found in Jürgen Elsässer’s work: ‘In 1971 US president Richard Nixon announced the end of the gold standard for the dollar in a hush-hush operation.,"7 On peut trouver sous la plume de Jürgen Elsässer cette grotesque caricature de l’idée selon laquelle le renoncement à l’étalon-or aurait constitué une décision arbitraire : « En 1971, le président américain Richard Nixon annonça subrepticement la suspension de la convertibilité du dollar en or.",
I'll be there in 5 mins.,Je serai là dans cinq minutes.,
So why do I have to wind up with some prick for a dad who doesn't even want to see his own kid? !,Pourquoi je m'énerve pour mon connard de père qui n'a jamais voulu voir sa propre enfant ?,
"If we hurry, we can still make it.","Si nous nous dépêchons, nous pouvons encore le faire.",
"He made yokes for oxen, wagons and plows for neighbourhood farmers, beams for their houses, troughs for the animals and sometimes boats for the fishersmen of the lake.","Il confectionne des jougs pour les boeufs, des socles pour les charrues des paysans des alentours, des poutres pour les maisons, des mangeoires pour les animaux et parfois même des barques pour les pêcheurs du lac.",
"Top Distribution and Population?The Taylor's Checkerspot was historically found in southeastern Vancouver Island, the Puget Trough in Washington from Tenino north through the San Juan Islands, and the Willamette Valley in Oregon.","Haut de la page RÃ©partition et population?Le Damier de Taylor se trouvait historiquement dans le sud-est de lâEUR(TM)Ã®le de Vancouver, dans le Puget Trough de lâEUR(TM)Ã©tat de Washington (de Tenino jusquâEUR(TM)aux San Juan Islands vers le nord), et dans la vallÃ©e de Willamette en Oregon.",
"- Didn't you get your shot, Skipper?",- Tu n'as pas eu ta piqûre ?,
How are you?,Comment ca va ?,
"It took a long, hard time, and now I've got to do it again.","Cela a été long et difficile, et à présent, je dois tout recommencer.",
"As uke, you must consider whether nage can meet the challenge of a vigorous and sustained attack without ""losing their cool"" and causing injury. As nage, you must consider whether anger and aggression are the responses that serve you best in this kind of situation.","En nage, vous devez vous demander si la colère et l'agressivité sont les réponses que vous servent au mieux dans ce genre de situation.",
- Yes. I need help.,J'ai besoin d'aide.,
It's Tommy O'Rourke.,C'est Tommy O'Rourke.,
"- Hey, we're just a few blocks from there.",- On est à deux pas.,
"Okay, I was a communist.",- OK. J'ai été communiste.,
The Lord makes an exception for her.,Le Seigneur fait une exception pour elle.,
"Wait a sec, okay?","Attends-moi, ok ?",
Keep it simple.,Le plus simple.,
To organize Community Healing Awareness Workshops for the seven Blood Reserve communities and its members.,Offrir des ateliers de sensibilisation aux sept collectivités indiennes Blood et ses membres.,
What is this stuff you're talking now?,"Et ce que tu dis, c'est quoi?",
4.9 Overdose no,4.9,
"Alfred wants his daughter, that is plain, but is that best for Mercia?","Alfred veut sauver sa fille, c'est évident. Mais est-ce l'idéal pour la Mercie ?",
"You think it's gonna be that easy, dude? Well, yeah, of course.",- Tu crois que ce sera aussi facile ?,
"Well, that's what friends are for.",C'est ce que les amis font.,
"Now get off the carpet, you disgust me!",Reste pas sur le tapis.,
"You heard that my mentee, Candace, performed her first successful surgery last night.","Vous avez entendu que mon élève, Candace, a réalisé avec succès sa première chirurgie la nuit dernière.",
- That's so funny.,C'est comme se masturber vocalement.,
The briefings will take place immediately following the adjournment of the informal consultations.,“Recherche globale” - Une possibilité additionnelle de recherche sur le Système de diffusion électronique des documents des Nations Unies (Sédoc),
- Nothing.,- Rien.,
Albert has a bit more on the ball.,Albert a plus de mordant. j'ai besoin d'un sac pour ça.,
"While I've been out running around, nabbing villains and generally playing silly buggers... ..the real brains of the outfit has made a house a home, raised two children, our children. seen 'em off to school each morning, clean and smart.","Pendant que je passais mon temps à poursuivre des criminels et à jouer les imbéciles, une personne pensait à tout, a fait de notre maison un foyer accueillant, a élevé nos deux enfants, en prenant soin d'eux.",
c) make the results of the study available to the Animals Committee at its 27th or 28th meeting for its consideration; and,c) met les résultats de l’étude à la disposition du Comité pour les animaux à sa 27e ou sa 28e session pour examen; et,
"Satellite Communications Emerging space technologies and broadband applications hold the promise of connecting urban, rural and remote communities, so that every citizen will have access to the information highway.","Télécommunications par satellites Les technologies spatiales et les applications à large bande émergentes promettent d'interconnecter les centres urbains, les collectivités rurales et les communautés éloignées entre elles. Ainsi chaque citoyen canadien pourra avoir accès à l'inforoute.",
Elle avait 36 ans.,Elle avait 36 ans.,
I HAVEN'T EVEN ASKED A GIRL OUT.,J'ai jamais eu de rencart.,
